Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,42.540000915527344,43.07500076293945,42.314998626708984,43.064998626708984,41.24827194213867,102223600
2018-01-03,43.13249969482422,43.63750076293945,42.9900016784668,43.057498931884766,41.241092681884766,118071600
2018-01-04,43.1349983215332,43.36750030517578,43.02000045776367,43.25749969482422,41.43265914916992,89738400
2018-01-05,43.36000061035156,43.842498779296875,43.26250076293945,43.75,41.90437698364258,94640000
2018-01-08,43.587501525878906,43.90250015258789,43.48249816894531,43.587501525878906,41.74873733520508,82271200
2018-01-09,43.63750076293945,43.76499938964844,43.352500915527344,43.58250045776367,41.74394989013672,86336000
2018-01-10,43.290000915527344,43.57500076293945,43.25,43.5724983215332,41.7343635559082,95839600
2018-01-11,43.647499084472656,43.872501373291016,43.622501373291016,43.81999969482422,41.97142028808594,74670800
2018-01-12,44.04499816894531,44.34000015258789,43.912498474121094,44.272499084472656,42.40483856201172,101672400
2018-01-16,44.474998474121094,44.84749984741211,44.03499984741211,44.04750061035156,42.189334869384766,118263600
2018-01-17,44.037498474121094,44.8125,43.76750183105469,44.775001525878906,42.886146545410156,137547200
2018-01-18,44.842498779296875,45.025001525878906,44.5625,44.814998626708984,42.92445755004883,124773600
2018-01-19,44.65250015258789,44.89500045776367,44.352500915527344,44.6150016784668,42.732887268066406,129700400
2018-01-22,44.32500076293945,44.44499969482422,44.150001525878906,44.25,42.38329315185547,108434400
2018-01-23,44.32500076293945,44.86000061035156,44.20500183105469,44.2599983215332,42.39286422729492,130756400
2018-01-24,44.3125,44.32500076293945,43.29999923706055,43.55500030517578,41.71760940551758,204420400
2018-01-25,43.627498626708984,43.73749923706055,42.63249969482422,42.77750015258789,40.97290802001953,166116000
2018-01-26,43.0,43.0,42.51499938964844,42.877498626708984,41.068687438964844,156572000
2018-01-29,42.540000915527344,42.540000915527344,41.76750183105469,41.9900016784668,40.21862030029297,202561600
2018-01-30,41.38249969482422,41.842498779296875,41.17499923706055,41.74250030517578,39.98157501220703,184192800
2018-01-31,41.717498779296875,42.11000061035156,41.625,41.85749816894531,40.091712951660156,129915600
2018-02-01,41.79249954223633,42.154998779296875,41.689998626708984,41.94499969482422,40.17552947998047,188923200
2018-02-02,41.5,41.70000076293945,40.025001525878906,40.125,38.43230438232422,346375200
2018-02-05,39.775001525878906,40.970001220703125,39.0,39.122501373291016,37.47209167480469,290954000
2018-02-06,38.70750045776367,40.93000030517578,38.5,40.75749969482422,39.038124084472656,272975200
2018-02-07,40.772499084472656,40.849998474121094,39.76750183105469,39.8849983215332,38.20241928100586,206434400
2018-02-08,40.0724983215332,40.25,38.75749969482422,38.787498474121094,37.151222229003906,217562000
2018-02-09,39.26750183105469,39.47249984741211,37.560001373291016,39.102500915527344,37.60563659667969,282690400
2018-02-12,39.625,40.97249984741211,39.377498626708984,40.6775016784668,39.12034606933594,243278000
2018-02-13,40.48749923706055,41.1875,40.412498474121094,41.084999084472656,39.512245178222656,130196800
2018-02-14,40.7599983215332,41.8849983215332,40.720001220703125,41.842498779296875,40.24074172973633,162579600
2018-02-15,42.4474983215332,43.272499084472656,42.25,43.247501373291016,41.59196090698242,204588800
2018-02-16,43.09000015258789,43.70500183105469,42.942501068115234,43.10749816894531,41.45732116699219,160704400
